osm_type,osm_id,name,place_type,amenity,tourism,cuisine,lat,lon,addr_housenumber,addr_street,addr_city,addr_postcode,address,phone,website,opening_hours,wheelchair,brand,source,tags_json
way,581659411,The Mongolian Village,restaurant,restaurant,,mongolian_grill,45.3195668,-75.836985,2150,Robertson Road,Ottawa,,2150 Robertson Road,,https://www.mongolianvillagewest.ca/,,yes,,,"{""@id"": ""way/581659411"", ""addr:housenumber"": ""2150"", ""addr:street"": ""Robertson Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""check_date"": ""2025-12-06"", ""cuisine"": ""mongolian_grill"", ""name"": ""The Mongolian Village"", ""old_website"": ""http://www.mongolianvillage.ca"", ""start_date"": ""1976..1991"", ""website"": ""https://www.mongolianvillagewest.ca/"", ""wheelchair"": ""yes"", ""@geometry"": ""center""}"
way,581766098,Rangoli,restaurant,restaurant,,indian,45.4702835,-75.527395,2491,St. Joseph Boulevard,Ottawa,,2491 St. Joseph Boulevard,,,,,,City of Ottawa,"{""@id"": ""way/581766098"", ""addr:housenumber"": ""2491"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""indian"", ""name"": ""Rangoli"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,583053810,O'Grady's Outpost,restaurant,restaurant,,,45.3637904,-75.6464774,25,Tapiola Crescent,Ottawa,,25 Tapiola Crescent,,,,,,City of Ottawa,"{""@id"": ""way/583053810"", ""addr:housenumber"": ""25"", ""addr:street"": ""Tapiola Crescent"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""name"": ""O'Grady's Outpost"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,583075397,The Works,restaurant,restaurant,,burger,45.3542177,-75.6438443,2525,Bank Street,Ottawa,,2525 Bank Street,,,,yes,The Works,City of Ottawa,"{""@id"": ""way/583075397"", ""addr:housenumber"": ""2525"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""brand"": ""The Works"", ""brand:wikidata"": ""Q123410138"", ""building"": ""commercial"", ""cuisine"": ""burger"", ""name"": ""The Works"", ""source"": ""City of Ottawa"", ""toilets:wheelchair"": ""yes"", ""wheelchair"": ""yes"", ""wheelchair:description"": ""curb in front of building meets parking lot surface level on the right."", ""@geometry"": ""center""}"
way,583580937,Shanghai One,restaurant,restaurant,,chinese,45.3333784,-75.7250505,1872,Merivale Road,Ottawa,,1872 Merivale Road,+1 613-686-1380,https://www.shanghaione.ca,"Mo-Fr, Su 11:00-21:00; Sa 11:00-21:30",,,City of Ottawa,"{""@id"": ""way/583580937"", ""addr:housenumber"": ""1872"", ""addr:street"": ""Merivale Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""chinese"", ""name"": ""Shanghai One"", ""name:zh"": ""外滩壹号"", ""opening_hours"": ""Mo-Fr, Su 11:00-21:00; Sa 11:00-21:30"", ""phone"": ""+1 613-686-1380"", ""source"": ""City of Ottawa"", ""website"": ""https://www.shanghaione.ca"", ""@geometry"": ""center""}"
way,583776652,Boukannen Bar & Grill,restaurant,restaurant,,caribbean,45.4415824,-75.6425794,623,Center Street,Ottawa,,623 Center Street,,,,,,City of Ottawa,"{""@id"": ""way/583776652"", ""addr:housenumber"": ""623"", ""addr:street"": ""Center Street"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""caribbean"", ""name"": ""Boukannen Bar & Grill"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,583792600,Pilos Restaurant,restaurant,restaurant,,greek,45.4461591,-75.6302099,876,Montréal Road,Ottawa,,876 Montréal Road,,,,,,,"{""@id"": ""way/583792600"", ""addr:housenumber"": ""876"", ""addr:street"": ""Montréal Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""greek"", ""name"": ""Pilos Restaurant"", ""@geometry"": ""center""}"
way,584815438,Bien Pho,restaurant,restaurant,,vietnamese,45.4644272,-75.5417421,5925,Jeanne-d'Arc Boulevard South,Ottawa,,5925 Jeanne-d'Arc Boulevard South,,,,,,City of Ottawa,"{""@id"": ""way/584815438"", ""addr:housenumber"": ""5925"", ""addr:street"": ""Jeanne-d'Arc Boulevard South"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""vietnamese"", ""mapillary"": ""3125243267696583"", ""name"": ""Bien Pho"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,584815455,The Bad Alibi,restaurant,restaurant,,,45.4655011,-75.5420859,5935,Jeanne-d'Arc Boulevard South,Ottawa,,5935 Jeanne-d'Arc Boulevard South,,,,,,,"{""@id"": ""way/584815455"", ""addr:housenumber"": ""5935"", ""addr:street"": ""Jeanne-d'Arc Boulevard South"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""name"": ""The Bad Alibi"", ""@geometry"": ""center""}"
way,584815460,Topper's Pizza,restaurant,restaurant,,pizza,45.4654539,-75.542791,5957,Jeanne-d'Arc Boulevard South,Ottawa,,5957 Jeanne-d'Arc Boulevard South,,,,,Topper's Pizza,City of Ottawa,"{""@id"": ""way/584815460"", ""addr:housenumber"": ""5957"", ""addr:street"": ""Jeanne-d'Arc Boulevard South"", ""amenity"": ""restaurant"", ""brand"": ""Topper's Pizza"", ""brand:wikidata"": ""Q7825105"", ""brand:wikipedia"": ""en:Topper's Pizza (Canadian restaurant)"", ""building"": ""commercial"", ""cuisine"": ""pizza"", ""name"": ""Topper's Pizza"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,585000646,Cartier Place Suites Hotel,hotel,,hotel,,45.4186975,-75.6898854,180,Cooper Street,Ottawa,,180 Cooper Street,+1-613-236-5000,https://www.suitedreams.com/,,,,City of Ottawa,"{""@id"": ""way/585000646"", ""addr:housenumber"": ""180"", ""addr:street"": ""Cooper Street"", ""building"": ""apartments"", ""building:levels"": ""10"", ""check_date"": ""2024-07-25"", ""name"": ""Cartier Place Suites Hotel"", ""phone"": ""+1-613-236-5000"", ""source"": ""City of Ottawa"", ""tourism"": ""hotel"", ""website"": ""https://www.suitedreams.com/"", ""@geometry"": ""center""}"
way,585008970,The King Edward Bed & Breakfast,guest_house,,guest_house,,45.4258215,-75.682844,525,King Edward Avenue,Ottawa,,525 King Edward Avenue,,,,,,City of Ottawa,"{""@id"": ""way/585008970"", ""addr:housenumber"": ""525"", ""addr:street"": ""King Edward Avenue"", ""building"": ""yes"", ""name"": ""The King Edward Bed & Breakfast"", ""source"": ""City of Ottawa"", ""tourism"": ""guest_house"", ""@geometry"": ""center""}"
way,585009252,Gold Door Inn,guest_house,,guest_house,,45.4268355,-75.6858085,106,Daly Avenue,Ottawa,,106 Daly Avenue,,,,,,City of Ottawa,"{""@id"": ""way/585009252"", ""addr:housenumber"": ""106"", ""addr:street"": ""Daly Avenue"", ""building"": ""yes"", ""name"": ""Gold Door Inn"", ""source"": ""City of Ottawa"", ""tourism"": ""guest_house"", ""@geometry"": ""center""}"
way,585009255,Belle Notte Bed&Breakfast,guest_house,,guest_house,,45.4268676,-75.6857313,108,Daly Avenue,Ottawa,,108 Daly Avenue,,,,,,City of Ottawa,"{""@id"": ""way/585009255"", ""addr:housenumber"": ""108"", ""addr:street"": ""Daly Avenue"", ""building"": ""yes"", ""name"": ""Belle Notte Bed&Breakfast"", ""source"": ""City of Ottawa"", ""tourism"": ""guest_house"", ""@geometry"": ""center""}"
way,585009350,Laurier Guest House,guest_house,,guest_house,,45.4274278,-75.6782809,329,Laurier Avenue East,Ottawa,,329 Laurier Avenue East,,,,,,City of Ottawa,"{""@id"": ""way/585009350"", ""addr:housenumber"": ""329"", ""addr:street"": ""Laurier Avenue East"", ""building"": ""terrace"", ""check_date"": ""2024-09-03"", ""name"": ""Laurier Guest House"", ""source"": ""City of Ottawa"", ""tourism"": ""guest_house"", ""@geometry"": ""center""}"
way,585009461,Foodinator,restaurant,restaurant,,asian;chinese,45.4242875,-75.6744474,322,Somerset Street East,Ottawa,K1N 6W3,322 Somerset Street East,+1-613-695-6886,https://gosnappy.io/owa/snappy/detail/G2279/2279/m/menu_198,Mo-Su 11:00-23:00,,,City of Ottawa;survey,"{""@id"": ""way/585009461"", ""addr:housenumber"": ""322"", ""addr:postcode"": ""K1N 6W3"", ""addr:street"": ""Somerset Street East"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""cuisine"": ""asian;chinese"", ""delivery"": ""yes"", ""name"": ""Foodinator"", ""name:zh"": ""干饭人"", ""opening_hours"": ""Mo-Su 11:00-23:00"", ""phone"": ""+1-613-695-6886"", ""source"": ""City of Ottawa;survey"", ""website"": ""https://gosnappy.io/owa/snappy/detail/G2279/2279/m/menu_198"", ""@geometry"": ""center""}"
way,587769301,Jumbo Restaurant,restaurant,restaurant,,chinese,45.4319811,-75.5626508,2672,Innes Road,Ottawa,,2672 Innes Road,,,,,,City of Ottawa,"{""@id"": ""way/587769301"", ""addr:housenumber"": ""2672"", ""addr:street"": ""Innes Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""chinese"", ""name"": ""Jumbo Restaurant"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,587769302,Halibut House,restaurant,restaurant,,fish_and_chips,45.4319165,-75.5628157,2672,Innes Road,Ottawa,,2672 Innes Road,,,,,Halibut House,City of Ottawa,"{""@id"": ""way/587769302"", ""addr:housenumber"": ""2672"", ""addr:street"": ""Innes Road"", ""amenity"": ""restaurant"", ""brand"": ""Halibut House"", ""brand:wikidata"": ""Q133255010"", ""building"": ""retail"", ""cuisine"": ""fish_and_chips"", ""name"": ""Halibut House"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
node,588151002,Barrio,restaurant,restaurant,,spanish,45.4265718,-75.6913533,115,Rideau Street,Ottawa,K1N 5X1,115 Rideau Street,,https://www.barriottawa.ca,,yes,,,"{""@id"": ""node/588151002"", ""addr:housenumber"": ""115"", ""addr:postcode"": ""K1N 5X1"", ""addr:street"": ""Rideau Street"", ""amenity"": ""restaurant"", ""contact:instagram"": ""barrio.ottawa"", ""cuisine"": ""spanish"", ""name"": ""Barrio"", ""website"": ""https://www.barriottawa.ca"", ""wheelchair"": ""yes""}"
node,588151003,The King Eddy,restaurant,restaurant,,burger,45.4288022,-75.6940676,45,Clarence Street,Ottawa,K1N 5P4,45 Clarence Street,,,,,,,"{""@id"": ""node/588151003"", ""addr:housenumber"": ""45"", ""addr:postcode"": ""K1N 5P4"", ""addr:street"": ""Clarence Street"", ""amenity"": ""restaurant"", ""capacity"": ""100"", ""cuisine"": ""burger"", ""name"": ""The King Eddy"", ""smoking"": ""no"", ""takeaway"": ""yes""}"
node,588151181,Milestones,restaurant,restaurant,,bar_and_grill,45.4256084,-75.6941768,700,Sussex Drive,Ottawa,,700 Sussex Drive,,https://www.milestonesrestaurants.com/,,yes,Milestones,,"{""@id"": ""node/588151181"", ""addr:housenumber"": ""700"", ""addr:street"": ""Sussex Drive"", ""amenity"": ""restaurant"", ""brand"": ""Milestones"", ""brand:wikidata"": ""Q6851623"", ""check_date"": ""2024-07-18"", ""cuisine"": ""bar_and_grill"", ""indoor_seating"": ""yes"", ""level"": ""1"", ""name"": ""Milestones"", ""outdoor_seating"": ""patio"", ""payment:credit_cards"": ""yes"", ""website"": ""https://www.milestonesrestaurants.com/"", ""wheelchair"": ""yes""}"
node,588178972,Zak's Diner,restaurant,restaurant,,american,45.4283133,-75.6935015,14,ByWard Market Square,Ottawa,,14 ByWard Market Square,,,,yes,,,"{""@id"": ""node/588178972"", ""addr:city"": ""Ottawa"", ""addr:housenumber"": ""14"", ""addr:province"": ""Ontario"", ""addr:street"": ""ByWard Market Square"", ""amenity"": ""restaurant"", ""cuisine"": ""american"", ""name"": ""Zak's Diner"", ""wheelchair"": ""yes""}"
way,589120344,Made In Chicago Pizza,restaurant,restaurant,,pizza,45.4166838,-75.607641,1481B,Innes Road,Ottawa,,1481B Innes Road,+1 613-746-6769,https://www.madeinchicagopizza.com/,Su-Tu 11:00-20:00; We-Sa 11:00-21:00,,,City of Ottawa,"{""@id"": ""way/589120344"", ""addr:housenumber"": ""1481B"", ""addr:street"": ""Innes Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""pizza"", ""name"": ""Made In Chicago Pizza"", ""opening_hours"": ""Su-Tu 11:00-20:00; We-Sa 11:00-21:00"", ""phone"": ""+1 613-746-6769"", ""source"": ""City of Ottawa"", ""website"": ""https://www.madeinchicagopizza.com/"", ""@geometry"": ""center""}"
way,589533363,Latinos Resto Bar,restaurant,restaurant,,mexican,45.403293,-75.7007507,665,Bronson Avenue,Ottawa,,665 Bronson Avenue,,http://www.cantinasur.ca/,,,,City of Ottawa,"{""@id"": ""way/589533363"", ""addr:housenumber"": ""665"", ""addr:street"": ""Bronson Avenue"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""building:levels"": ""1"", ""cuisine"": ""mexican"", ""mapillary"": ""2596884440615966"", ""name"": ""Latinos Resto Bar"", ""source"": ""City of Ottawa"", ""survey:date"": ""2019-04-26"", ""website"": ""http://www.cantinasur.ca/"", ""@geometry"": ""center""}"
way,591034764,Pizza Hut,restaurant,restaurant,,pizza,45.2974045,-75.8878381,474,Hazeldean Road,Ottawa,,474 Hazeldean Road,,,,,Pizza Hut,Bing,"{""@id"": ""way/591034764"", ""addr:housenumber"": ""474"", ""addr:street"": ""Hazeldean Road"", ""amenity"": ""restaurant"", ""brand"": ""Pizza Hut"", ""brand:wikidata"": ""Q191615"", ""brand:wikipedia"": ""en:Pizza Hut"", ""building"": ""retail"", ""cuisine"": ""pizza"", ""name"": ""Pizza Hut"", ""source"": ""Bing"", ""start_date"": ""1991..1999"", ""@geometry"": ""center""}"
way,591034765,My Thai Village,restaurant,restaurant,,thai,45.2974701,-75.8879197,474,Hazeldean Road,Ottawa,,474 Hazeldean Road,,https://www.mythaivillage.net/kanata,,,,Bing,"{""@id"": ""way/591034765"", ""addr:housenumber"": ""474"", ""addr:street"": ""Hazeldean Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""thai"", ""name"": ""My Thai Village"", ""source"": ""Bing"", ""start_date"": ""1991..1999"", ""website"": ""https://www.mythaivillage.net/kanata"", ""@geometry"": ""center""}"
way,591041971,Authentic Vietnamese Pho House,restaurant,restaurant,,vietnamese,45.2737584,-75.8706721,5373,Fernbank Road,Ottawa,,5373 Fernbank Road,,http://www.vietnamesephohouse.com/,,,,City of Ottawa,"{""@id"": ""way/591041971"", ""addr:housenumber"": ""5373"", ""addr:street"": ""Fernbank Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""vietnamese"", ""name"": ""Authentic Vietnamese Pho House"", ""source"": ""City of Ottawa"", ""start_date"": ""2011..2014"", ""website"": ""http://www.vietnamesephohouse.com/"", ""@geometry"": ""center""}"
way,591685231,Amuse Kitchen,restaurant,restaurant,,,45.290582,-75.8708797,500,Eagleson Road,Ottawa,,500 Eagleson Road,,https://www.amusekitchen.ca/,,,,City of Ottawa,"{""@id"": ""way/591685231"", ""addr:housenumber"": ""500"", ""addr:street"": ""Eagleson Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""name"": ""Amuse Kitchen"", ""source"": ""City of Ottawa"", ""start_date"": ""1999..2002"", ""website"": ""https://www.amusekitchen.ca/"", ""@geometry"": ""center""}"
way,591869370,Li's Fusion,restaurant,restaurant,,asian,45.4577345,-75.4876515,200,Vanguard Drive,Ottawa,,200 Vanguard Drive,,https://gosnappy.io/owa/snappy/detail/G9430/9430/m/menu_909,,,,,"{""@id"": ""way/591869370"", ""addr:housenumber"": ""200"", ""addr:street"": ""Vanguard Drive"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""asian"", ""name"": ""Li's Fusion"", ""website"": ""https://gosnappy.io/owa/snappy/detail/G9430/9430/m/menu_909"", ""@geometry"": ""center""}"
way,591869372,Ali Baba bakery,restaurant,restaurant,,middle_eastern,45.4573656,-75.4874515,200,Vanguard Drive,Ottawa,,200 Vanguard Drive,,,,,,,"{""@id"": ""way/591869372"", ""addr:housenumber"": ""200"", ""addr:street"": ""Vanguard Drive"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""contact:facebook"": ""https://www.facebook.com/alibababakery"", ""cuisine"": ""middle_eastern"", ""name"": ""Ali Baba bakery"", ""@geometry"": ""center""}"
way,591917954,New Queen Restaurant,restaurant,restaurant,,chinese,45.2644794,-75.9291733,1,Hobin Street,Ottawa,,1 Hobin Street,,,,,,City of Ottawa,"{""@id"": ""way/591917954"", ""addr:housenumber"": ""1"", ""addr:street"": ""Hobin Street"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""building:levels"": ""1"", ""cuisine"": ""chinese"", ""name"": ""New Queen Restaurant"", ""roof:colour"": ""#d6dfe2"", ""source"": ""City of Ottawa"", ""start_date"": ""1976..1991"", ""@geometry"": ""center""}"
way,591921387,Topper's Pizza,restaurant,restaurant,,pizza,45.2683825,-75.9421835,1110,Carp Road,Ottawa,,1110 Carp Road,,https://stittsville.toppers.ca/zgrid/themes/781/intro/index.jsp,,,Topper's Pizza,,"{""@id"": ""way/591921387"", ""addr:housenumber"": ""1110"", ""addr:street"": ""Carp Road"", ""addr:unit"": ""130"", ""amenity"": ""restaurant"", ""branch"": ""Stittsville"", ""brand"": ""Topper's Pizza"", ""brand:wikidata"": ""Q7825105"", ""building"": ""retail"", ""cuisine"": ""pizza"", ""name"": ""Topper's Pizza"", ""website"": ""https://stittsville.toppers.ca/zgrid/themes/781/intro/index.jsp"", ""@geometry"": ""center""}"
way,591921397,Kungfu Bistro,restaurant,restaurant,,chinese,45.2685534,-75.9424331,1110,Carp Road,Ottawa,,1110 Carp Road,,,,,,,"{""@id"": ""way/591921397"", ""addr:housenumber"": ""1110"", ""addr:street"": ""Carp Road"", ""addr:unit"": ""150"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""chinese"", ""name"": ""Kungfu Bistro"", ""@geometry"": ""center""}"
way,593903161,Pho V,restaurant,restaurant,,vietnamese,45.4459286,-75.5943151,2181,Ogilvie Road,Ottawa,,2181 Ogilvie Road,,,,,,City of Ottawa,"{""@id"": ""way/593903161"", ""addr:housenumber"": ""2181"", ""addr:street"": ""Ogilvie Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""vietnamese"", ""name"": ""Pho V"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,593918057,Egg Roll Plus,restaurant,restaurant,,chinese,45.2984117,-75.8899146,471,Hazeldean Road,Ottawa,,471 Hazeldean Road,,http://www.eggrollplus.com/,,,,Bing,"{""@id"": ""way/593918057"", ""addr:housenumber"": ""471"", ""addr:street"": ""Hazeldean Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""building:levels"": ""1"", ""cuisine"": ""chinese"", ""name"": ""Egg Roll Plus"", ""source"": ""Bing"", ""start_date"": ""1991..1999"", ""website"": ""http://www.eggrollplus.com/"", ""@geometry"": ""center""}"
way,593922345,Kanata Noodle House,restaurant,restaurant,,,45.2930962,-75.8939185,500,Hazeldean Road,Ottawa,,500 Hazeldean Road,+1-613-831-1121,https://hazeldean.kanatanoodlehouse.com/,Mo-Su 10:00-21:00,,,City of Ottawa,"{""@id"": ""way/593922345"", ""addr:housenumber"": ""500"", ""addr:street"": ""Hazeldean Road"", ""amenity"": ""restaurant"", ""check_date"": ""2025-04-13"", ""name"": ""Kanata Noodle House"", ""opening_hours"": ""Mo-Su 10:00-21:00"", ""phone"": ""+1-613-831-1121"", ""source"": ""City of Ottawa"", ""website"": ""https://hazeldean.kanatanoodlehouse.com/"", ""@geometry"": ""center""}"
way,593943470,Canton Restaurant,restaurant,restaurant,,chinese,45.2871715,-75.6725014,4456,Limebank Road,Ottawa,,4456 Limebank Road,,http://singhing.ca/,,,,City of Ottawa,"{""@id"": ""way/593943470"", ""addr:housenumber"": ""4456"", ""addr:street"": ""Limebank Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""chinese"", ""name"": ""Canton Restaurant"", ""source"": ""City of Ottawa"", ""website"": ""http://singhing.ca/"", ""@geometry"": ""center""}"
way,593971602,Punjabi Canteen,restaurant,restaurant,,indian,45.2700331,-75.6958684,665,Earl Armstrong Road,Ottawa,,665 Earl Armstrong Road,,,,,,City of Ottawa,"{""@id"": ""way/593971602"", ""addr:housenumber"": ""665"", ""addr:street"": ""Earl Armstrong Road"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""indian"", ""name"": ""Punjabi Canteen"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,597564037,Bon Goût Créole Restaurant,restaurant,restaurant,,caribbean,45.4704752,-75.5253244,2564,St. Joseph Boulevard,Ottawa,,2564 St. Joseph Boulevard,,,,,,City of Ottawa,"{""@id"": ""way/597564037"", ""addr:housenumber"": ""2564"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""caribbean"", ""name"": ""Bon Goût Créole Restaurant"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,597564042,Soul Stone,restaurant,restaurant,,sushi,45.4724204,-75.5234358,2701,St. Joseph Boulevard,Ottawa,,2701 St. Joseph Boulevard,,https://www.soulstoneoriginal.com/home,,,,City of Ottawa,"{""@id"": ""way/597564042"", ""addr:housenumber"": ""2701"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""sushi"", ""name"": ""Soul Stone"", ""source"": ""City of Ottawa"", ""website"": ""https://www.soulstoneoriginal.com/home"", ""@geometry"": ""center""}"
way,597564047,Cucina da Vito,restaurant,restaurant,,italian,45.4722905,-75.523725,2701,St. Joseph Boulevard,Ottawa,,2701 St. Joseph Boulevard,,,,,,City of Ottawa,"{""@id"": ""way/597564047"", ""addr:housenumber"": ""2701"", ""addr:street"": ""St. Joseph Boulevard"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""italian"", ""name"": ""Cucina da Vito"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,597802718,Lorenzo's,restaurant,restaurant,,italian,45.4494746,-75.5218328,3621,Innes Road,Ottawa,,3621 Innes Road,,https://lorenzosorleans.wixsite.com/home,,,,City of Ottawa,"{""@id"": ""way/597802718"", ""addr:housenumber"": ""3621"", ""addr:street"": ""Innes Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""italian"", ""name"": ""Lorenzo's"", ""source"": ""City of Ottawa"", ""website"": ""https://lorenzosorleans.wixsite.com/home"", ""@geometry"": ""center""}"
way,597802720,Little Elephant Thai Bistro,restaurant,restaurant,,thai,45.4494287,-75.5220492,3617,Innes Road,Ottawa,,3617 Innes Road,,,,,,City of Ottawa,"{""@id"": ""way/597802720"", ""addr:housenumber"": ""3617"", ""addr:street"": ""Innes Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""thai"", ""name"": ""Little Elephant Thai Bistro"", ""source"": ""City of Ottawa"", ""@geometry"": ""center""}"
way,597802722,Charlie Chan,restaurant,restaurant,,chinese,45.4493928,-75.5221268,3615,Innes Road,Ottawa,,3615 Innes Road,,https://www.charliechan.ca/,,,,City of Ottawa,"{""@id"": ""way/597802722"", ""addr:housenumber"": ""3615"", ""addr:street"": ""Innes Road"", ""amenity"": ""restaurant"", ""building"": ""commercial"", ""cuisine"": ""chinese"", ""name"": ""Charlie Chan"", ""source"": ""City of Ottawa"", ""website"": ""https://www.charliechan.ca/"", ""@geometry"": ""center""}"
way,598637386,JAX,restaurant,restaurant,,american;brunch,45.4074665,-75.7031954,479,Bronson Avenue,Ottawa,,479 Bronson Avenue,+1-613-514-0565,https://jax-resto.squarespace.com/,Tu-Su 08:30-14:00,,,,"{""@id"": ""way/598637386"", ""addr:housenumber"": ""479"", ""addr:street"": ""Bronson Avenue"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""building:levels"": ""2"", ""cuisine"": ""american;brunch"", ""mapillary"": ""1322630611463986"", ""name"": ""JAX"", ""opening_hours"": ""Tu-Su 08:30-14:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+1-613-514-0565"", ""survey:date"": ""2019-03-25"", ""website"": ""https://jax-resto.squarespace.com/"", ""@geometry"": ""center""}"
way,598644436,Lyon's Hawaiian BBQ,restaurant,restaurant,,barbecue,45.4159689,-75.7028901,222,Lyon Street North,Ottawa,,222 Lyon Street North,,https://lyonshawaiianbbq.com/,,,,City of Ottawa,"{""@id"": ""way/598644436"", ""addr:housenumber"": ""222"", ""addr:street"": ""Lyon Street North"", ""amenity"": ""restaurant"", ""building"": ""yes"", ""building:levels"": ""2"", ""cuisine"": ""barbecue"", ""mapillary"": ""770635457150697"", ""name"": ""Lyon's Hawaiian BBQ"", ""source"": ""City of Ottawa"", ""survey:date"": ""2019-04-17"", ""website"": ""https://lyonshawaiianbbq.com/"", ""@geometry"": ""center""}"
way,599071832,Chongqing Liuyishou Hotpot,restaurant,restaurant,,chinese;chongqing;sichuan;hotpot,45.3517185,-75.7348279,1568,Merivale Road,Ottawa,,1568 Merivale Road,+1 613-680-0188,,"11:30-22:30; Sa,Su 11:30-23:30",,,,"{""@id"": ""way/599071832"", ""addr:housenumber"": ""1568"", ""addr:street"": ""Merivale Road"", ""addr:unit"": ""10"", ""amenity"": ""restaurant"", ""building"": ""retail"", ""cuisine"": ""chinese;chongqing;sichuan;hotpot"", ""internet_access"": ""wlan"", ""name"": ""Chongqing Liuyishou Hotpot"", ""name:en"": ""Chongqing Liuyishou Hotpot"", ""name:zh"": ""重庆留一手火锅"", ""opening_hours"": ""11:30-22:30; Sa,Su 11:30-23:30"", ""operator"": ""Thumbs Up Ottawa LTD"", ""outdoor_seating"": ""no"", ""phone"": ""+1 613-680-0188"", ""@geometry"": ""center""}"
node,600101630,Zak's Diner,restaurant,restaurant,,,45.4186917,-75.6912879,220,Elgin Street,Ottawa,,220 Elgin Street,,,,,,,"{""@id"": ""node/600101630"", ""addr:housenumber"": ""220"", ""addr:street"": ""Elgin Street"", ""amenity"": ""restaurant"", ""name"": ""Zak's Diner""}"
node,600126921,Daly's,restaurant,restaurant,,breakfast,45.4247136,-75.6924638,11,Colonel By Drive,Ottawa,,11 Colonel By Drive,,,,yes,,,"{""@id"": ""node/600126921"", ""addr:housenumber"": ""11"", ""addr:street"": ""Colonel By Drive"", ""amenity"": ""restaurant"", ""cuisine"": ""breakfast"", ""description"": ""Inside Westin Hotel"", ""level"": ""2"", ""name"": ""Daly's"", ""wheelchair"": ""yes""}"
node,600127269,Wilfred's,restaurant,restaurant,,,45.4253644,-75.6955164,1,Rideau Street,Ottawa,,1 Rideau Street,+1-613-241-1414,https://www.fairmont.com/laurier-ottawa/dining/wilfrids/,,yes,,,"{""@id"": ""node/600127269"", ""addr:housenumber"": ""1"", ""addr:street"": ""Rideau Street"", ""amenity"": ""restaurant"", ""name"": ""Wilfred's"", ""phone"": ""+1-613-241-1414"", ""website"": ""https://www.fairmont.com/laurier-ottawa/dining/wilfrids/"", ""wheelchair"": ""yes""}"
