osm_type,osm_id,name,place_type,amenity,tourism,cuisine,lat,lon,addr_housenumber,addr_street,addr_city,addr_postcode,address,phone,website,opening_hours,wheelchair,brand,source,tags_json,address_clean,dist_to_center_km,text,eval_label,google_rating,google_user_rating_count,rating_source,cuisine_original,cuisine_source_url,cuisine_enrichment_confidence,cuisine_enrichment_method,cuisine_updated
node,6195795989,Big Daddy's,restaurant,restaurant,Unknown,seafood,45.4186583,-75.690192,180,Cooper Street,Ottawa,Unknown,180 Cooper Street,,,,Unknown,Unknown,,"{""@id"": ""node/6195795989"", ""addr:housenumber"": ""180"", ""addr:street"": ""Cooper Street"", ""amenity"": ""restaurant"", ""cuisine"": ""seafood"", ""name"": ""Big Daddy's"", ""outdoor_seating"": ""yes""}","180 Cooper Street, Ottawa Unknown",0.6316735657254366,"Big Daddy's restaurant seafood 180 Cooper Street, Ottawa Unknown {""@id"": ""node/6195795989"", ""addr:housenumber"": ""180"", ""addr:street"": ""Cooper Street"", ""amenity"": ""restaurant"", ""cuisine"": ""seafood"", ""name"": ""Big Daddy's"", ""outdoor_seating"": ""yes""}",seafood,,,,seafood,,,,False
node,6319158555,Ironstone Grill,restaurant,restaurant,Unknown,Unknown,45.3524525,-75.912137,320,Terry Fox Drive,Ottawa,Unknown,320 Terry Fox Drive,,,,Unknown,Unknown,,"{""@id"": ""node/6319158555"", ""addr:housenumber"": ""320"", ""addr:street"": ""Terry Fox Drive"", ""amenity"": ""restaurant"", ""name"": ""Ironstone Grill""}","320 Terry Fox Drive, Ottawa Unknown",18.457847984377377,"Ironstone Grill restaurant Unknown 320 Terry Fox Drive, Ottawa Unknown {""@id"": ""node/6319158555"", ""addr:housenumber"": ""320"", ""addr:street"": ""Terry Fox Drive"", ""amenity"": ""restaurant"", ""name"": ""Ironstone Grill""}",Unknown,,,,Unknown,,,,False
node,6383659041,Al Quadrato Resto and Pizza,restaurant,restaurant,Unknown,italian,45.4158727,-75.6947983,324,Somerset Street West,Ottawa,Unknown,324 Somerset Street West,,,,Unknown,Unknown,,"{""@id"": ""node/6383659041"", ""addr:housenumber"": ""324"", ""addr:street"": ""Somerset Street West"", ""amenity"": ""restaurant"", ""cuisine"": ""italian"", ""mapillary"": ""277767577366649"", ""name"": ""Al Quadrato Resto and Pizza""}","324 Somerset Street West, Ottawa Unknown",0.6532021735827839,"Al Quadrato Resto and Pizza restaurant italian 324 Somerset Street West, Ottawa Unknown {""@id"": ""node/6383659041"", ""addr:housenumber"": ""324"", ""addr:street"": ""Somerset Street West"", ""amenity"": ""restaurant"", ""cuisine"": ""italian"", ""mapillary"": ""277767577366649"", ""name"": ""Al Quadrato Resto and Pizza""}",italian,,,,italian,,,,False
node,6403114284,Fiesta & Tequila,restaurant,restaurant,Unknown,mexican,45.4063921,-75.7131785,170,Preston Street,Ottawa,Unknown,170 Preston Street,,,,Unknown,Unknown,,"{""@id"": ""node/6403114284"", ""addr:housenumber"": ""170"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""cuisine"": ""mexican"", ""name"": ""Fiesta & Tequila""}","170 Preston Street, Ottawa Unknown",2.092298452690431,"Fiesta & Tequila restaurant mexican 170 Preston Street, Ottawa Unknown {""@id"": ""node/6403114284"", ""addr:housenumber"": ""170"", ""addr:street"": ""Preston Street"", ""amenity"": ""restaurant"", ""cuisine"": ""mexican"", ""name"": ""Fiesta & Tequila""}",mexican,,,,mexican,,,,False
node,6410711688,The Bridge Public House,restaurant,restaurant,Unknown,pub,45.4271302,-75.6695339,1,Donald Street,Ottawa,Unknown,1 Donald Street,+1 613-741-9219,https://thebridgepublichouse.com/,Mo-Fr 12:00-22:00; Sa 09:00-22:00; Su 09:00-14:00,Unknown,Unknown,,"{""@id"": ""node/6410711688"", ""addr:housenumber"": ""1"", ""addr:street"": ""Donald Street"", ""amenity"": ""restaurant"", ""contact:facebook"": ""https://www.facebook.com/thebridgepublichouse/"", ""contact:instagram"": ""https://www.instagram.com/thebridge_ph/"", ""name"": ""The Bridge Public House"", ""opening_hours"": ""Mo-Fr 12:00-22:00; Sa 09:00-22:00; Su 09:00-14:00"", ""phone"": ""+1 613-741-9219"", ""website"": ""https://thebridgepublichouse.com/""}","1 Donald Street, Ottawa Unknown",2.2480564146157858,"The Bridge Public House restaurant Unknown 1 Donald Street, Ottawa Unknown {""@id"": ""node/6410711688"", ""addr:housenumber"": ""1"", ""addr:street"": ""Donald Street"", ""amenity"": ""restaurant"", ""contact:facebook"": ""https://www.facebook.com/thebridgepublichouse/"", ""contact:instagram"": ""https://www.instagram.com/thebridge_ph/"", ""name"": ""The Bridge Public House"", ""opening_hours"": ""Mo-Fr 12:00-22:00; Sa 09:00-22:00; Su 09:00-14:00"", ""phone"": ""+1 613-741-9219"", ""website"": ""https://thebridgepublichouse.com/""}",Unknown,,,,Unknown,https://thebridgepublichouse.com/,high,web_research_pass_2,True
node,6475954931,Blue Diamond Bar & Grill,restaurant,restaurant,Unknown,indian;grill,45.1941352,-75.8427912,6179,Perth Street,Ottawa,Unknown,6179 Perth Street,,,,Unknown,Unknown,,"{""@id"": ""node/6475954931"", ""addr:housenumber"": ""6179"", ""addr:street"": ""Perth Street"", ""amenity"": ""restaurant"", ""name"": ""Blue Diamond Bar & Grill""}","6179 Perth Street, Ottawa Unknown",27.727300808571595,"Blue Diamond Bar & Grill restaurant Unknown 6179 Perth Street, Ottawa Unknown {""@id"": ""node/6475954931"", ""addr:housenumber"": ""6179"", ""addr:street"": ""Perth Street"", ""amenity"": ""restaurant"", ""name"": ""Blue Diamond Bar & Grill""}",Unknown,,,,Unknown,https://www.facebook.com/bluediamondnepean/,medium,web_research,True
node,6475954938,East N West Diner,restaurant,restaurant,Unknown,indian,45.1938016,-75.842236,6179,Perth Street,Ottawa,Unknown,6179 Perth Street,,,,Unknown,Unknown,,"{""@id"": ""node/6475954938"", ""addr:housenumber"": ""6179"", ""addr:street"": ""Perth Street"", ""amenity"": ""restaurant"", ""cuisine"": ""indian"", ""name"": ""East N West Diner""}","6179 Perth Street, Ottawa Unknown",27.743362713834927,"East N West Diner restaurant indian 6179 Perth Street, Ottawa Unknown {""@id"": ""node/6475954938"", ""addr:housenumber"": ""6179"", ""addr:street"": ""Perth Street"", ""amenity"": ""restaurant"", ""cuisine"": ""indian"", ""name"": ""East N West Diner""}",indian,,,,indian,,,,False
node,6515775625,Pho Van Van,restaurant,restaurant,Unknown,vietnamese,45.3994497,-75.7315476,131,Holland Avenue,Ottawa,Unknown,131 Holland Avenue,+1 613-722-1663,,,yes,Unknown,,"{""@id"": ""node/6515775625"", ""addr:housenumber"": ""131"", ""addr:street"": ""Holland Avenue"", ""amenity"": ""restaurant"", ""check_date"": ""2022-09-18"", ""cuisine"": ""vietnamese"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""customers"", ""mapillary"": ""300790631512046"", ""name"": ""Pho Van Van"", ""outdoor_seating"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""+1 613-722-1663"", ""wheelchair"": ""yes""}","131 Holland Avenue, Ottawa Unknown",3.6332724876116704,"Pho Van Van restaurant vietnamese 131 Holland Avenue, Ottawa Unknown {""@id"": ""node/6515775625"", ""addr:housenumber"": ""131"", ""addr:street"": ""Holland Avenue"", ""amenity"": ""restaurant"", ""check_date"": ""2022-09-18"", ""cuisine"": ""vietnamese"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""customers"", ""mapillary"": ""300790631512046"", ""name"": ""Pho Van Van"", ""outdoor_seating"": ""yes"", ""payment:mastercard"": ""yes"", ""payment:visa"": ""yes"", ""phone"": ""+1 613-722-1663"", ""wheelchair"": ""yes""}",vietnamese,,,,vietnamese,,,,False
node,6652405056,Browns Socialhouse,restaurant,restaurant,Unknown,canadian,45.4201419,-75.692742,,,Ottawa,Unknown,,+1 613-695-3030,https://www.brownssocialhouse.com/centretown,"Mo, Tu 11:00-22:00; We, Th 11:00-23:00; Fr 11:00-00:00; Sa 10:00-00:00; Su 10:00-22:00",Unknown,Unknown,,"{""@id"": ""node/6652405056"", ""amenity"": ""restaurant"", ""contact:email"": ""centretown@brownssocialhouse.com"", ""name"": ""Browns Socialhouse"", ""opening_hours"": ""Mo, Tu 11:00-22:00; We, Th 11:00-23:00; Fr 11:00-00:00; Sa 10:00-00:00; Su 10:00-22:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+1 613-695-3030"", ""website"": ""https://www.brownssocialhouse.com/centretown""}","nan , Ottawa Unknown",0.3792929817107014,"Browns Socialhouse restaurant Unknown nan , Ottawa Unknown {""@id"": ""node/6652405056"", ""amenity"": ""restaurant"", ""contact:email"": ""centretown@brownssocialhouse.com"", ""name"": ""Browns Socialhouse"", ""opening_hours"": ""Mo, Tu 11:00-22:00; We, Th 11:00-23:00; Fr 11:00-00:00; Sa 10:00-00:00; Su 10:00-22:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+1 613-695-3030"", ""website"": ""https://www.brownssocialhouse.com/centretown""}",Unknown,,,,Unknown,https://www.brownssocialhouse.com/,medium,web_research,True
node,6652411601,Warehouse,restaurant,restaurant,Unknown,mexican,45.4291273,-75.6932158,77,Clarence Street,Ottawa,Unknown,77 Clarence Street,,http://www.warehousegroup.ca/el-furniture-warehouse-ottawa/,,Unknown,Unknown,,"{""@id"": ""node/6652411601"", ""addr:housenumber"": ""77"", ""addr:street"": ""Clarence Street"", ""amenity"": ""restaurant"", ""cuisine"": ""mexican"", ""name"": ""Warehouse"", ""website"": ""http://www.warehousegroup.ca/el-furniture-warehouse-ottawa/""}","77 Clarence Street, Ottawa Unknown",0.903316272938896,"Warehouse restaurant mexican 77 Clarence Street, Ottawa Unknown {""@id"": ""node/6652411601"", ""addr:housenumber"": ""77"", ""addr:street"": ""Clarence Street"", ""amenity"": ""restaurant"", ""cuisine"": ""mexican"", ""name"": ""Warehouse"", ""website"": ""http://www.warehousegroup.ca/el-furniture-warehouse-ottawa/""}",mexican,,,,mexican,,,,False
node,6652411603,El Camino,restaurant,restaurant,Unknown,spanish,45.4291751,-75.6930816,81,Clarence Street,Ottawa,Unknown,81 Clarence Street,,https://eatelcamino.com/,,Unknown,Unknown,,"{""@id"": ""node/6652411603"", ""addr:housenumber"": ""81"", ""addr:street"": ""Clarence Street"", ""amenity"": ""restaurant"", ""cuisine"": ""spanish"", ""name"": ""El Camino"", ""website"": ""https://eatelcamino.com/""}","81 Clarence Street, Ottawa Unknown",0.91194661176475,"El Camino restaurant spanish 81 Clarence Street, Ottawa Unknown {""@id"": ""node/6652411603"", ""addr:housenumber"": ""81"", ""addr:street"": ""Clarence Street"", ""amenity"": ""restaurant"", ""cuisine"": ""spanish"", ""name"": ""El Camino"", ""website"": ""https://eatelcamino.com/""}",spanish,,,,spanish,,,,False
node,6652411604,Parle,restaurant,restaurant,Unknown,vietnamese,45.4292777,-75.6912845,313,Dalhousie Street,Ottawa,Unknown,313 Dalhousie Street,,,,Unknown,Unknown,,"{""@id"": ""node/6652411604"", ""addr:housenumber"": ""313"", ""addr:street"": ""Dalhousie Street"", ""amenity"": ""restaurant"", ""cuisine"": ""vietnamese"", ""name"": ""Parle""}","313 Dalhousie Street, Ottawa Unknown",0.9803420006286976,"Parle restaurant vietnamese 313 Dalhousie Street, Ottawa Unknown {""@id"": ""node/6652411604"", ""addr:housenumber"": ""313"", ""addr:street"": ""Dalhousie Street"", ""amenity"": ""restaurant"", ""cuisine"": ""vietnamese"", ""name"": ""Parle""}",vietnamese,,,,vietnamese,,,,False
node,6682070467,Copper Branch,restaurant,restaurant,Unknown,vegan,45.4182417,-75.7036478,350,Albert Street,Ottawa,Unknown,350 Albert Street,,,,Unknown,Unknown,,"{""@id"": ""node/6682070467"", ""addr:housenumber"": ""350"", ""addr:street"": ""Albert Street"", ""amenity"": ""restaurant"", ""diet:vegan"": ""only"", ""name"": ""Copper Branch""}","350 Albert Street, Ottawa Unknown",0.6200942547169669,"Copper Branch restaurant Unknown 350 Albert Street, Ottawa Unknown {""@id"": ""node/6682070467"", ""addr:housenumber"": ""350"", ""addr:street"": ""Albert Street"", ""amenity"": ""restaurant"", ""diet:vegan"": ""only"", ""name"": ""Copper Branch""}",Unknown,,,,Unknown,https://eatcopperbranch.com/,high,web_research,True
node,6699490001,The Whalesbone,restaurant,restaurant,Unknown,seafood,45.4122762,-75.6938651,430,Bank Street,Ottawa,K2P 1Y8,430 Bank Street,+1-613-231-8569,http://thewhalesbone.com/bank-street/,"Mo-We 11:30-14:00,17:00-22:00; Th-Fr 11:30-14:00,17:00-23:00; Sa 17:00-23:00; Su 17:00-22:00",Unknown,Unknown,,"{""@id"": ""node/6699490001"", ""addr:housenumber"": ""430"", ""addr:postcode"": ""K2P 1Y8"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""cuisine"": ""seafood"", ""mapillary"": ""578608316862644"", ""name"": ""The Whalesbone"", ""opening_hours"": ""Mo-We 11:30-14:00,17:00-22:00; Th-Fr 11:30-14:00,17:00-23:00; Sa 17:00-23:00; Su 17:00-22:00"", ""phone"": ""+1-613-231-8569"", ""website"": ""http://thewhalesbone.com/bank-street/""}","430 Bank Street, Ottawa K2P 1Y8",1.058154823551113,"The Whalesbone restaurant seafood 430 Bank Street, Ottawa K2P 1Y8 {""@id"": ""node/6699490001"", ""addr:housenumber"": ""430"", ""addr:postcode"": ""K2P 1Y8"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""cuisine"": ""seafood"", ""mapillary"": ""578608316862644"", ""name"": ""The Whalesbone"", ""opening_hours"": ""Mo-We 11:30-14:00,17:00-22:00; Th-Fr 11:30-14:00,17:00-23:00; Sa 17:00-23:00; Su 17:00-22:00"", ""phone"": ""+1-613-231-8569"", ""website"": ""http://thewhalesbone.com/bank-street/""}",seafood,,,,seafood,,,,False
node,6714638170,Pure Kitchen,restaurant,restaurant,Unknown,vegan;vegetarian,45.3917527,-75.754907,357,Richmond Road,Ottawa,K2A 0E7,357 Richmond Road,+1-613-680-5500,https://www.purekitchenottawa.com,Mo-Su 11:30-21:00,yes,Unknown,City of Ottawa,"{""@id"": ""node/6714638170"", ""addr:housenumber"": ""357"", ""addr:postcode"": ""K2A 0E7"", ""addr:street"": ""Richmond Road"", ""amenity"": ""restaurant"", ""check_date"": ""2025-08-30"", ""diet:vegetarian"": ""yes"", ""mapillary"": ""158674796188249"", ""name"": ""Pure Kitchen"", ""opening_hours"": ""Mo-Su 11:30-21:00"", ""outdoor_seating"": ""no"", ""phone"": ""+1-613-680-5500"", ""source"": ""City of Ottawa"", ""toilets"": ""yes"", ""toilets:wheelchair"": ""limited"", ""website"": ""https://www.purekitchenottawa.com"", ""wheelchair"": ""yes""}","357 Richmond Road, Ottawa K2A 0E7",5.588933726296331,"Pure Kitchen restaurant Unknown 357 Richmond Road, Ottawa K2A 0E7 {""@id"": ""node/6714638170"", ""addr:housenumber"": ""357"", ""addr:postcode"": ""K2A 0E7"", ""addr:street"": ""Richmond Road"", ""amenity"": ""restaurant"", ""check_date"": ""2025-08-30"", ""diet:vegetarian"": ""yes"", ""mapillary"": ""158674796188249"", ""name"": ""Pure Kitchen"", ""opening_hours"": ""Mo-Su 11:30-21:00"", ""outdoor_seating"": ""no"", ""phone"": ""+1-613-680-5500"", ""source"": ""City of Ottawa"", ""toilets"": ""yes"", ""toilets:wheelchair"": ""limited"", ""website"": ""https://www.purekitchenottawa.com"", ""wheelchair"": ""yes""}",Unknown,,,,Unknown,https://www.purekitchenottawa.com/,high,web_research,True
node,6714638172,Goldfinch,restaurant,restaurant,Unknown,french;bistro,45.3921004,-75.7535428,334,Richmond Road,Ottawa,Unknown,334 Richmond Road,+1-613-369-5002,https://www.goldfinchottawa.ca/,,yes,Unknown,,"{""@id"": ""node/6714638172"", ""addr:housenumber"": ""334"", ""addr:province"": ""Ontario"", ""addr:street"": ""Richmond Road"", ""amenity"": ""restaurant"", ""check_date"": ""2025-10-04"", ""mapillary"": ""965973744232589"", ""name"": ""Goldfinch"", ""phone"": ""+1-613-369-5002"", ""website"": ""https://www.goldfinchottawa.ca/"", ""wheelchair"": ""yes""}","334 Richmond Road, Ottawa Unknown",5.480289706889156,"Goldfinch restaurant Unknown 334 Richmond Road, Ottawa Unknown {""@id"": ""node/6714638172"", ""addr:housenumber"": ""334"", ""addr:province"": ""Ontario"", ""addr:street"": ""Richmond Road"", ""amenity"": ""restaurant"", ""check_date"": ""2025-10-04"", ""mapillary"": ""965973744232589"", ""name"": ""Goldfinch"", ""phone"": ""+1-613-369-5002"", ""website"": ""https://www.goldfinchottawa.ca/"", ""wheelchair"": ""yes""}",Unknown,,,,Unknown,https://www.instagram.com/goldfinchottawa/,medium,web_research,True
node,6714638173,The Works,restaurant,restaurant,Unknown,burger,45.3922165,-75.7532891,322,Richmond Road,Ottawa,Unknown,322 Richmond Road,,,,no,The Works,City of Ottawa,"{""@id"": ""node/6714638173"", ""addr:housenumber"": ""322"", ""addr:street"": ""Richmond Road"", ""amenity"": ""restaurant"", ""brand"": ""The Works"", ""brand:wikidata"": ""Q123410138"", ""check_date"": ""2025-10-03"", ""cuisine"": ""burger"", ""mapillary"": ""1135579203611265"", ""name"": ""The Works"", ""source"": ""City of Ottawa"", ""wheelchair"": ""no""}","322 Richmond Road, Ottawa Unknown",5.456689546942665,"The Works restaurant burger 322 Richmond Road, Ottawa Unknown {""@id"": ""node/6714638173"", ""addr:housenumber"": ""322"", ""addr:street"": ""Richmond Road"", ""amenity"": ""restaurant"", ""brand"": ""The Works"", ""brand:wikidata"": ""Q123410138"", ""check_date"": ""2025-10-03"", ""cuisine"": ""burger"", ""mapillary"": ""1135579203611265"", ""name"": ""The Works"", ""source"": ""City of Ottawa"", ""wheelchair"": ""no""}",burger,,,,burger,,,,False
node,6714638178,Fratelli Westboro,restaurant,restaurant,Unknown,italian;pizza,45.393408,-75.7512666,275,Richmond Road,Ottawa,K1Z 6X3,275 Richmond Road,+1-613-722-6772,,,Unknown,Unknown,City of Ottawa,"{""@id"": ""node/6714638178"", ""addr:housenumber"": ""275"", ""addr:postcode"": ""K1Z 6X3"", ""addr:street"": ""Richmond Road"", ""amenity"": ""restaurant"", ""check_date"": ""2023-04-26"", ""mapillary"": ""301137558142907"", ""name"": ""Fratelli Westboro"", ""phone"": ""+1-613-722-6772"", ""source"": ""City of Ottawa""}","275 Richmond Road, Ottawa K1Z 6X3",5.250910710735485,"Fratelli Westboro restaurant Unknown 275 Richmond Road, Ottawa K1Z 6X3 {""@id"": ""node/6714638178"", ""addr:housenumber"": ""275"", ""addr:postcode"": ""K1Z 6X3"", ""addr:street"": ""Richmond Road"", ""amenity"": ""restaurant"", ""check_date"": ""2023-04-26"", ""mapillary"": ""301137558142907"", ""name"": ""Fratelli Westboro"", ""phone"": ""+1-613-722-6772"", ""source"": ""City of Ottawa""}",Unknown,,,,Unknown,https://fratelli.ca/,high,web_research,True
node,6719067657,Shakey's,restaurant,restaurant,Unknown,pizza,45.4214435,-75.6974641,111,Albert Street,Ottawa,Unknown,111 Albert Street,,,,Unknown,Shakey's,,"{""@id"": ""node/6719067657"", ""addr:housenumber"": ""111"", ""addr:street"": ""Albert Street"", ""amenity"": ""restaurant"", ""brand"": ""Shakey's"", ""brand:wikidata"": ""Q6134929"", ""cuisine"": ""pizza"", ""level"": ""1"", ""name"": ""Shakey's"", ""note"": ""not connected with Shakey's Pizza""}","111 Albert Street, Ottawa Unknown",0.0215481872042523,"Shakey's restaurant pizza 111 Albert Street, Ottawa Unknown {""@id"": ""node/6719067657"", ""addr:housenumber"": ""111"", ""addr:street"": ""Albert Street"", ""amenity"": ""restaurant"", ""brand"": ""Shakey's"", ""brand:wikidata"": ""Q6134929"", ""cuisine"": ""pizza"", ""level"": ""1"", ""name"": ""Shakey's"", ""note"": ""not connected with Shakey's Pizza""}",pizza,,,,pizza,,,,False
node,6744494972,Cork and Well,restaurant,restaurant,Unknown,airport,45.3233518,-75.6697808,,,Ottawa,Unknown,,,,,Unknown,Unknown,,"{""@id"": ""node/6744494972"", ""amenity"": ""restaurant"", ""cuisine"": ""airport"", ""level"": ""0"", ""name"": ""Cork and Well""}","nan , Ottawa Unknown",11.121765460172838,"Cork and Well restaurant airport nan , Ottawa Unknown {""@id"": ""node/6744494972"", ""amenity"": ""restaurant"", ""cuisine"": ""airport"", ""level"": ""0"", ""name"": ""Cork and Well""}",airport,,,,airport,,,,False
node,6747283265,Anthony's,restaurant,restaurant,Unknown,pizza,45.4000491,-75.7307725,1218,Wellington Street West,Ottawa,K1Y 2Z7,1218 Wellington Street West,,,Mo-We 11:30-23:30; Th-Sa 11:30-22:00; Su 17:00-21:00,yes,Unknown,,"{""@id"": ""node/6747283265"", ""addr:housenumber"": ""1218"", ""addr:postcode"": ""K1Y 2Z7"", ""addr:street"": ""Wellington Street West"", ""amenity"": ""restaurant"", ""check_date"": ""2023-01-11"", ""cuisine"": ""pizza"", ""internet_access"": ""wlan"", ""mapillary"": ""798208194390690"", ""name"": ""Anthony's"", ""opening_hours"": ""Mo-We 11:30-23:30; Th-Sa 11:30-22:00; Su 17:00-21:00"", ""wheelchair"": ""yes""}","1218 Wellington Street West, Ottawa K1Y 2Z7",3.5436430012196403,"Anthony's restaurant pizza 1218 Wellington Street West, Ottawa K1Y 2Z7 {""@id"": ""node/6747283265"", ""addr:housenumber"": ""1218"", ""addr:postcode"": ""K1Y 2Z7"", ""addr:street"": ""Wellington Street West"", ""amenity"": ""restaurant"", ""check_date"": ""2023-01-11"", ""cuisine"": ""pizza"", ""internet_access"": ""wlan"", ""mapillary"": ""798208194390690"", ""name"": ""Anthony's"", ""opening_hours"": ""Mo-We 11:30-23:30; Th-Sa 11:30-22:00; Su 17:00-21:00"", ""wheelchair"": ""yes""}",pizza,,,,pizza,,,,False
node,6747283266,Absinthe,restaurant,restaurant,Unknown,french;bistro,45.400129,-75.7305348,1208,Wellington Street West,Ottawa,Unknown,1208 Wellington Street West,+1-613-761-1138,https://absinthecafe.ca/,"Th, Fr 11:30-14:00, 17:00-22:00; Sa 17:00-22:00; We 11:30-14:00, 17:00-21:00",yes,Unknown,,"{""@id"": ""node/6747283266"", ""addr:housenumber"": ""1208"", ""addr:street"": ""Wellington Street West"", ""amenity"": ""restaurant"", ""check_date"": ""2024-08-28"", ""contact:email"": ""info@absinthecafe.ca"", ""delivery"": ""no"", ""ele"": ""1"", ""internet_access"": ""wlan"", ""mapillary"": ""144133174292903"", ""name"": ""Absinthe"", ""opening_hours"": ""Th, Fr 11:30-14:00, 17:00-22:00; Sa 17:00-22:00; We 11:30-14:00, 17:00-21:00"", ""phone"": ""+1-613-761-1138"", ""takeaway"": ""no"", ""website"": ""https://absinthecafe.ca/"", ""wheelchair"": ""yes""}","1208 Wellington Street West, Ottawa Unknown",3.5239440400102264,"Absinthe restaurant Unknown 1208 Wellington Street West, Ottawa Unknown {""@id"": ""node/6747283266"", ""addr:housenumber"": ""1208"", ""addr:street"": ""Wellington Street West"", ""amenity"": ""restaurant"", ""check_date"": ""2024-08-28"", ""contact:email"": ""info@absinthecafe.ca"", ""delivery"": ""no"", ""ele"": ""1"", ""internet_access"": ""wlan"", ""mapillary"": ""144133174292903"", ""name"": ""Absinthe"", ""opening_hours"": ""Th, Fr 11:30-14:00, 17:00-22:00; Sa 17:00-22:00; We 11:30-14:00, 17:00-21:00"", ""phone"": ""+1-613-761-1138"", ""takeaway"": ""no"", ""website"": ""https://absinthecafe.ca/"", ""wheelchair"": ""yes""}",Unknown,,,,Unknown,https://www.absinthecafe.ca/,high,web_research,True
node,6747817900,BiBi's,restaurant,restaurant,Unknown,Unknown,45.4031149,-75.7255385,1087,Wellington Street West,Ottawa,Unknown,1087 Wellington Street West,,,Mo-Su 11:00-21:00,Unknown,Unknown,,"{""@id"": ""node/6747817900"", ""addr:housenumber"": ""1087"", ""addr:street"": ""Wellington Street West"", ""amenity"": ""restaurant"", ""mapillary"": ""2231078160357726"", ""name"": ""BiBi's"", ""opening_hours"": ""Mo-Su 11:00-21:00""}","1087 Wellington Street West, Ottawa Unknown",3.0120658988055617,"BiBi's restaurant Unknown 1087 Wellington Street West, Ottawa Unknown {""@id"": ""node/6747817900"", ""addr:housenumber"": ""1087"", ""addr:street"": ""Wellington Street West"", ""amenity"": ""restaurant"", ""mapillary"": ""2231078160357726"", ""name"": ""BiBi's"", ""opening_hours"": ""Mo-Su 11:00-21:00""}",Unknown,,,,Unknown,,,,False
node,6753880307,The Third,restaurant,restaurant,Unknown,comfort_food;pub,45.404901,-75.7237763,1017,Wellington Street West,Ottawa,Unknown,1017 Wellington Street West,+1-613-728-2965,,"Mo-Fr 11:30-24:00; Sa,Su 09:30-24:00",Unknown,Unknown,,"{""@id"": ""node/6753880307"", ""addr:housenumber"": ""1017"", ""addr:street"": ""Wellington Street West"", ""amenity"": ""restaurant"", ""check_date"": ""2024-05-05"", ""mapillary"": ""760037114694659"", ""name"": ""The Third"", ""opening_hours"": ""Mo-Fr 11:30-24:00; Sa,Su 09:30-24:00"", ""phone"": ""+1-613-728-2965""}","1017 Wellington Street West, Ottawa Unknown",2.776720552640477,"The Third restaurant Unknown 1017 Wellington Street West, Ottawa Unknown {""@id"": ""node/6753880307"", ""addr:housenumber"": ""1017"", ""addr:street"": ""Wellington Street West"", ""amenity"": ""restaurant"", ""check_date"": ""2024-05-05"", ""mapillary"": ""760037114694659"", ""name"": ""The Third"", ""opening_hours"": ""Mo-Fr 11:30-24:00; Sa,Su 09:30-24:00"", ""phone"": ""+1-613-728-2965""}",Unknown,,,,Unknown,https://www.ottawarestos.ca/resto/the-third-ottawa/8097/en/,medium,web_research,True
node,6754681516,The Observatory,restaurant,restaurant,Unknown,Unknown,45.3490407,-75.7576914,,,Ottawa,Unknown,,,,,Unknown,Unknown,,"{""@id"": ""node/6754681516"", ""amenity"": ""restaurant"", ""name"": ""The Observatory""}","nan , Ottawa Unknown",9.339943066834763,"The Observatory restaurant Unknown nan , Ottawa Unknown {""@id"": ""node/6754681516"", ""amenity"": ""restaurant"", ""name"": ""The Observatory""}",Unknown,,,,Unknown,,,,False
node,6760909712,Chili Chili Restaurant,restaurant,restaurant,Unknown,chinese,45.4107304,-75.707152,706,Somerset Street West,Ottawa,Unknown,706 Somerset Street West,,,,Unknown,Unknown,,"{""@id"": ""node/6760909712"", ""addr:housenumber"": ""706"", ""addr:street"": ""Somerset Street West"", ""amenity"": ""restaurant"", ""cuisine"": ""chinese"", ""name"": ""Chili Chili Restaurant""}","706 Somerset Street West, Ottawa Unknown",1.4273988316834,"Chili Chili Restaurant restaurant chinese 706 Somerset Street West, Ottawa Unknown {""@id"": ""node/6760909712"", ""addr:housenumber"": ""706"", ""addr:street"": ""Somerset Street West"", ""amenity"": ""restaurant"", ""cuisine"": ""chinese"", ""name"": ""Chili Chili Restaurant""}",chinese,,,,chinese,,,,False
node,6873516125,Britannia Yacht Club,restaurant,restaurant,Unknown,Unknown,45.3716837,-75.8032635,,,Ottawa,Unknown,,,https://byc.ca/home/hours-menu,,Unknown,Unknown,,"{""@id"": ""node/6873516125"", ""amenity"": ""restaurant"", ""name"": ""Britannia Yacht Club"", ""website"": ""https://byc.ca/home/hours-menu""}","nan , Ottawa Unknown",9.963295066561129,"Britannia Yacht Club restaurant Unknown nan , Ottawa Unknown {""@id"": ""node/6873516125"", ""amenity"": ""restaurant"", ""name"": ""Britannia Yacht Club"", ""website"": ""https://byc.ca/home/hours-menu""}",Unknown,,,,Unknown,,,,False
