osm_type,osm_id,name,place_type,amenity,tourism,cuisine,lat,lon,addr_housenumber,addr_street,addr_city,addr_postcode,address,phone,website,opening_hours,wheelchair,brand,source,tags_json,address_clean,dist_to_center_km,text,eval_label,google_rating,google_user_rating_count,rating_source,google_match_score,google_place_id,google_photo_name,google_photo_url,google_photo_attribution,google_photo_match_score
node,9035882819,Chuck's Roadhouse,restaurant,restaurant,Unknown,burger;steak_house,45.3515611,-75.7832363,1100,Baxter Road,Ottawa,Unknown,1100 Baxter Road,,https://www.chucksroadhouse.com/locations/,,Unknown,Chuck's Roadhouse,,"{""@id"": ""node/9035882819"", ""addr:housenumber"": ""1100"", ""addr:street"": ""Baxter Road"", ""amenity"": ""restaurant"", ""brand"": ""Chuck's Roadhouse"", ""brand:wikidata"": ""Q132856003"", ""cuisine"": ""burger;steak_house"", ""name"": ""Chuck's Roadhouse"", ""website"": ""https://www.chucksroadhouse.com/locations/""}","1100 Baxter Road, Ottawa Unknown",10.277343663861773,"Chuck's Roadhouse restaurant burger;steak_house 1100 Baxter Road, Ottawa Unknown {""@id"": ""node/9035882819"", ""addr:housenumber"": ""1100"", ""addr:street"": ""Baxter Road"", ""amenity"": ""restaurant"", ""brand"": ""Chuck's Roadhouse"", ""brand:wikidata"": ""Q132856003"", ""cuisine"": ""burger;steak_house"", ""name"": ""Chuck's Roadhouse"", ""website"": ""https://www.chucksroadhouse.com/locations/""}",burger;steak_house,4.2,2059.0,google_places_api,0.7829,ChIJVQsSyiwHzkwRKRsbbhv2NEg,places/ChIJVQsSyiwHzkwRKRsbbhv2NEg/photos/ATCDNfXBPbVdURKmg-uMHIaICoj2bTOK91DqCUZJ9JznNDAXaPC_3rZVTOawskdXu7FpqqKaE3iNf6eW3ETtKBmWhsNz7MnU9BvHv6yxmcnipy9YOvkWigBEI9S-s8dsiJw460dRdiRhIgohzIv19JMqTh5vEASRtRJ15n0mQutcpeQORVYl_PDPaTsSGvnaJxquRVRAV4eFNL94WYGg54a_03Gb06EKekT2IelVuYCuvITIW-_pzqNJ4e3gODPsicR2M04aSZQchBM4FUrSfnEgMQV8Fl0e1ORIO-LRszW4eIgqWI-1D0ZkevWN9V-rAFQ6VqDxhFwJ9rMIW-YIaq8Rjq2-owRcKSsOYoOkoKm12kQoDyoy2WBPNRH-D0fN0TbmSjDkUpAKpjHUZtW_1w5F761TrJlOHzI1ZewQnBn8vBvN5p_TeLMkN7p00fRWTw,https://places.googleapis.com/v1/places/ChIJVQsSyiwHzkwRKRsbbhv2NEg/photos/ATCDNfXBPbVdURKmg-uMHIaICoj2bTOK91DqCUZJ9JznNDAXaPC_3rZVTOawskdXu7FpqqKaE3iNf6eW3ETtKBmWhsNz7MnU9BvHv6yxmcnipy9YOvkWigBEI9S-s8dsiJw460dRdiRhIgohzIv19JMqTh5vEASRtRJ15n0mQutcpeQORVYl_PDPaTsSGvnaJxquRVRAV4eFNL94WYGg54a_03Gb06EKekT2IelVuYCuvITIW-_pzqNJ4e3gODPsicR2M04aSZQchBM4FUrSfnEgMQV8Fl0e1ORIO-LRszW4eIgqWI-1D0ZkevWN9V-rAFQ6VqDxhFwJ9rMIW-YIaq8Rjq2-owRcKSsOYoOkoKm12kQoDyoy2WBPNRH-D0fN0TbmSjDkUpAKpjHUZtW_1w5F761TrJlOHzI1ZewQnBn8vBvN5p_TeLMkN7p00fRWTw/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Maya Wys-Greenberg,0.7829
node,9046528721,Taj Mahal,restaurant,restaurant,Unknown,indian,45.4000634,-75.6865235,925,Bank Street,Ottawa,Unknown,925 Bank Street,,,,no,Unknown,,"{""@id"": ""node/9046528721"", ""addr:housenumber"": ""925"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""cuisine"": ""indian"", ""name"": ""Taj Mahal"", ""wheelchair"": ""no""}","925 Bank Street, Ottawa Unknown",2.525139681871248,"Taj Mahal restaurant indian 925 Bank Street, Ottawa Unknown {""@id"": ""node/9046528721"", ""addr:housenumber"": ""925"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""cuisine"": ""indian"", ""name"": ""Taj Mahal"", ""wheelchair"": ""no""}",indian,3.9,318.0,google_places_api,0.8446,ChIJwV453cAFzkwRX2-DRguvqZs,places/ChIJwV453cAFzkwRX2-DRguvqZs/photos/ATCDNfW_vbLNOoEED_3hVCrvlJEEw0TrjkHDdypRCa4rV1SXOQaea5epq7rmR5sH0RnrKhiDWzYQTNniELmqMRsL1DmaBrFjpUc0hRuyNClNYQtYB7SvJiWDBWCI3g5r9oPGJodkv4DkFHv7OMRI73SQUu1b_HZAwxFWzWohFa0MzscmtdpjMg9gx2kkQu8YHywBmHS7Wg_WxWvrItRdE4mkF1SzXts6cIe6hDr3OJiEMcb_txzZtFeZIC4-TT__og_F1uyn4223ATFMj7Cfaf5ihZfUNsJ9hzx30I60waS0spgj9lEsj9gcBpi9WvYPxdZW_ga9k5d7pn9JAEWn11ysTpF8RpFFCxB603grbL_p1cz40Ggid71NWoD8hgVS34oNP_y83VLIazhSKms5YJ-zKQnnzXbTQ7fLuHmCW1omQf5qSw,https://places.googleapis.com/v1/places/ChIJwV453cAFzkwRX2-DRguvqZs/photos/ATCDNfW_vbLNOoEED_3hVCrvlJEEw0TrjkHDdypRCa4rV1SXOQaea5epq7rmR5sH0RnrKhiDWzYQTNniELmqMRsL1DmaBrFjpUc0hRuyNClNYQtYB7SvJiWDBWCI3g5r9oPGJodkv4DkFHv7OMRI73SQUu1b_HZAwxFWzWohFa0MzscmtdpjMg9gx2kkQu8YHywBmHS7Wg_WxWvrItRdE4mkF1SzXts6cIe6hDr3OJiEMcb_txzZtFeZIC4-TT__og_F1uyn4223ATFMj7Cfaf5ihZfUNsJ9hzx30I60waS0spgj9lEsj9gcBpi9WvYPxdZW_ga9k5d7pn9JAEWn11ysTpF8RpFFCxB603grbL_p1cz40Ggid71NWoD8hgVS34oNP_y83VLIazhSKms5YJ-zKQnnzXbTQ7fLuHmCW1omQf5qSw/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Caterina Ositashvili,0.8446
node,9046594113,Dumpling? Dumpling!,restaurant,restaurant,Unknown,chinese,45.4135718,-75.6950058,382,Bank Street,Ottawa,Unknown,382 Bank Street,+1-613-422-0888,https://www.dumplingdumpling.ca/,11:30 - 22:00,Unknown,Unknown,,"{""@id"": ""node/9046594113"", ""addr:housenumber"": ""382"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""cuisine"": ""chinese"", ""name"": ""Dumpling? Dumpling!"", ""opening_hours"": ""11:30 - 22:00"", ""phone"": ""+1-613-422-0888"", ""website"": ""https://www.dumplingdumpling.ca/""}","382 Bank Street, Ottawa Unknown",0.8980567098397838,"Dumpling? Dumpling! restaurant chinese 382 Bank Street, Ottawa Unknown {""@id"": ""node/9046594113"", ""addr:housenumber"": ""382"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""cuisine"": ""chinese"", ""name"": ""Dumpling? Dumpling!"", ""opening_hours"": ""11:30 - 22:00"", ""phone"": ""+1-613-422-0888"", ""website"": ""https://www.dumplingdumpling.ca/""}",chinese,4.3,453.0,google_places_api,0.7685,ChIJ0_cSuksFzkwRplRzkoRxR8o,places/ChIJ0_cSuksFzkwRplRzkoRxR8o/photos/ATCDNfVuhStx8YVbOtLHod0SiaHpqX25BeMFdJnMajwnUY4D4VARki8EUDhCnkWmya8pTId5ApYGQQ1X5dr8kbs7GCZWjY09a9jiWywQfBh1y0z6Zv9-BGJUC0mnXgnmrzypNda7KhfEm_G-frm5Kb9tbpxEsKHJntLbpCX_vOuXRCT16SKFfvTdzVB5tW0s71SjhHQEVy3kjgmBJRXbOp5nwDgoEa-VxIvWCxGsn7c8dEeW7Dj0VJEEqyI_RMgJ6O-dj2wZiVVZu__tfPGUwa7y0C2B4vgIOmhpEW2Zi3JeciYwVjJ5GkfZsvTgcYp60nOUfxfYgepPnJ6e0Ik6aX8w-prUpwgq1vcpgsAkFtScAbVAw03Ty1IH8XNaIaDy4q2vZ4udUCv3O_iHfTH92TiQjb3Bx8p95CAn4iquMFgXnsiSZTZd,https://places.googleapis.com/v1/places/ChIJ0_cSuksFzkwRplRzkoRxR8o/photos/ATCDNfVuhStx8YVbOtLHod0SiaHpqX25BeMFdJnMajwnUY4D4VARki8EUDhCnkWmya8pTId5ApYGQQ1X5dr8kbs7GCZWjY09a9jiWywQfBh1y0z6Zv9-BGJUC0mnXgnmrzypNda7KhfEm_G-frm5Kb9tbpxEsKHJntLbpCX_vOuXRCT16SKFfvTdzVB5tW0s71SjhHQEVy3kjgmBJRXbOp5nwDgoEa-VxIvWCxGsn7c8dEeW7Dj0VJEEqyI_RMgJ6O-dj2wZiVVZu__tfPGUwa7y0C2B4vgIOmhpEW2Zi3JeciYwVjJ5GkfZsvTgcYp60nOUfxfYgepPnJ6e0Ik6aX8w-prUpwgq1vcpgsAkFtScAbVAw03Ty1IH8XNaIaDy4q2vZ4udUCv3O_iHfTH92TiQjb3Bx8p95CAn4iquMFgXnsiSZTZd/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Jasmin Baladad,0.7685
node,9085059905,Ayini,restaurant,restaurant,Unknown,indian,45.2850253,-75.7453804,,,Ottawa,Unknown,,,https://ayini.ca/,,Unknown,Unknown,,"{""@id"": ""node/9085059905"", ""amenity"": ""restaurant"", ""cuisine"": ""indian"", ""name"": ""Ayini"", ""website"": ""https://ayini.ca/""}","nan , Ottawa Unknown",15.635329272242537,"Ayini restaurant indian nan , Ottawa Unknown {""@id"": ""node/9085059905"", ""amenity"": ""restaurant"", ""cuisine"": ""indian"", ""name"": ""Ayini"", ""website"": ""https://ayini.ca/""}",indian,,,,,,,,,
node,9085059908,Carmalito Cafe,restaurant,restaurant,Unknown,Unknown,45.2851833,-75.7458001,,,Ottawa,Unknown,,,https://carmelitocafe.com/,,Unknown,Unknown,,"{""@id"": ""node/9085059908"", ""amenity"": ""restaurant"", ""name"": ""Carmalito Cafe"", ""website"": ""https://carmelitocafe.com/""}","nan , Ottawa Unknown",15.626214552042612,"Carmalito Cafe restaurant Unknown nan , Ottawa Unknown {""@id"": ""node/9085059908"", ""amenity"": ""restaurant"", ""name"": ""Carmalito Cafe"", ""website"": ""https://carmelitocafe.com/""}",Unknown,4.2,946.0,google_places_api,0.7257,ChIJcaoXH8T9zUwRS_1be8m7iMo,places/ChIJcaoXH8T9zUwRS_1be8m7iMo/photos/ATCDNfUVKl6y2qNbaXPKHCvveIh1tIz_vJ6VYq8M0MofGOiEXvBTV1Q-oUJhOgjqkhAp_qgZKoH2WU5g8p8ojO8iZJiDUCJeiUQ3-o-VIbvb97d_8JezdCGRrCtf6K7RxlvR-_B5WpB0_Ng3VQTsN-0v-zKWbZHbILp_kZIX98zuzK6JVcIf1xBXQ6TfnLHwGQkgtFTM6149_mej27h-OPxQ2LyezlQN6kRz4ucXaoOqYPfV_zos_2pkwdS964w08ePl3ETbs7sN9-7KUevn_4pbppVEiM9mLOs1yvM5nyEOO1kl7wn0qjW58PLwg1liGSeoPmRnFmg0wVUwIFXtObqfM8q2PoGKYhUmqOBlzdAu9I7GQcKpuhEWOvaMYFxcrDkwuFv6Tb-Rh5P1F8hXkf3RF1jg7RLegJ1p3aA4dwJXENVf41Q,https://places.googleapis.com/v1/places/ChIJcaoXH8T9zUwRS_1be8m7iMo/photos/ATCDNfUVKl6y2qNbaXPKHCvveIh1tIz_vJ6VYq8M0MofGOiEXvBTV1Q-oUJhOgjqkhAp_qgZKoH2WU5g8p8ojO8iZJiDUCJeiUQ3-o-VIbvb97d_8JezdCGRrCtf6K7RxlvR-_B5WpB0_Ng3VQTsN-0v-zKWbZHbILp_kZIX98zuzK6JVcIf1xBXQ6TfnLHwGQkgtFTM6149_mej27h-OPxQ2LyezlQN6kRz4ucXaoOqYPfV_zos_2pkwdS964w08ePl3ETbs7sN9-7KUevn_4pbppVEiM9mLOs1yvM5nyEOO1kl7wn0qjW58PLwg1liGSeoPmRnFmg0wVUwIFXtObqfM8q2PoGKYhUmqOBlzdAu9I7GQcKpuhEWOvaMYFxcrDkwuFv6Tb-Rh5P1F8hXkf3RF1jg7RLegJ1p3aA4dwJXENVf41Q/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Karl Peterman,0.7257
node,9085059909,KhoKha,restaurant,restaurant,Unknown,pakistani,45.2852584,-75.7457199,,,Ottawa,Unknown,,,https://khokhaeatery.com/,,Unknown,Unknown,,"{""@id"": ""node/9085059909"", ""amenity"": ""restaurant"", ""cuisine"": ""pakistani"", ""name"": ""KhoKha"", ""website"": ""https://khokhaeatery.com/""}","nan , Ottawa Unknown",15.616591066360051,"KhoKha restaurant pakistani nan , Ottawa Unknown {""@id"": ""node/9085059909"", ""amenity"": ""restaurant"", ""cuisine"": ""pakistani"", ""name"": ""KhoKha"", ""website"": ""https://khokhaeatery.com/""}",pakistani,,,,,,,,,
node,9085135039,Mad Radish,restaurant,restaurant,Unknown,salad;sandwich,45.2774394,-75.7486443,,,Ottawa,Unknown,,,,,Unknown,Unknown,,"{""@id"": ""node/9085135039"", ""amenity"": ""restaurant"", ""cuisine"": ""salad;sandwich"", ""name"": ""Mad Radish""}","nan , Ottawa Unknown",16.515561220765626,"Mad Radish restaurant salad;sandwich nan , Ottawa Unknown {""@id"": ""node/9085135039"", ""amenity"": ""restaurant"", ""cuisine"": ""salad;sandwich"", ""name"": ""Mad Radish""}",salad;sandwich,,,,,,,,,
node,9297665844,Tropikal,restaurant,restaurant,Unknown,Unknown,45.4292783,-75.6928363,89,Clarence Street,Ottawa,Unknown,89 Clarence Street,,,,Unknown,Unknown,,"{""@id"": ""node/9297665844"", ""addr:housenumber"": ""89"", ""addr:street"": ""Clarence Street"", ""amenity"": ""restaurant"", ""name"": ""Tropikal""}","89 Clarence Street, Ottawa Unknown",0.929535846964176,"Tropikal restaurant Unknown 89 Clarence Street, Ottawa Unknown {""@id"": ""node/9297665844"", ""addr:housenumber"": ""89"", ""addr:street"": ""Clarence Street"", ""amenity"": ""restaurant"", ""name"": ""Tropikal""}",Unknown,4.2,436.0,google_places_api,0.9384,ChIJaSYWcaMFzkwR3ZX4GAH2G-0,places/ChIJaSYWcaMFzkwR3ZX4GAH2G-0/photos/ATCDNfVRcf5kdVCe29G2V4qhW0639hLYuPZNwZnX7R6nvjHHT6t9e5E-BFQUEAiN2JQZ6qqqDwDjJ0Wd4UtLrQ4JK4jHwFEowgY_c9CjWhTFntYdHBbHtaVVTLquvJ_QiF4MpLP6_wl3v8KgHOvDRKeNiasAHBumdoHEMZJOuI1g4gUIxWq0O2rqacUa1GCLLHIzx-CLKAJzaMyXkerjkUczG_P8DAy4sP5M-zaGTS9xsJla4wjA1a1oR5TLT-tKZqLsUm8pXdTo5eyWJwKduwliNsgeCLtwsc2iJ6quaBZ4zm2c-rUqnwXNGcbHK5R580c4p7c2FQiE6tP9BM3vyH0E4gm_b1UqArzBlGZCNVDiZjFwSe-V5_t_BuSnELrQsmc-71bP1RwWvSdpwXldjUzUip4h3CJUPLZHH7DeTEtuy-g--w,https://places.googleapis.com/v1/places/ChIJaSYWcaMFzkwR3ZX4GAH2G-0/photos/ATCDNfVRcf5kdVCe29G2V4qhW0639hLYuPZNwZnX7R6nvjHHT6t9e5E-BFQUEAiN2JQZ6qqqDwDjJ0Wd4UtLrQ4JK4jHwFEowgY_c9CjWhTFntYdHBbHtaVVTLquvJ_QiF4MpLP6_wl3v8KgHOvDRKeNiasAHBumdoHEMZJOuI1g4gUIxWq0O2rqacUa1GCLLHIzx-CLKAJzaMyXkerjkUczG_P8DAy4sP5M-zaGTS9xsJla4wjA1a1oR5TLT-tKZqLsUm8pXdTo5eyWJwKduwliNsgeCLtwsc2iJ6quaBZ4zm2c-rUqnwXNGcbHK5R580c4p7c2FQiE6tP9BM3vyH0E4gm_b1UqArzBlGZCNVDiZjFwSe-V5_t_BuSnELrQsmc-71bP1RwWvSdpwXldjUzUip4h3CJUPLZHH7DeTEtuy-g--w/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Chaz z,0.9384
node,9333196528,Pie Central Bakery,restaurant,restaurant,Unknown,middle_eastern,45.4292073,-75.6851817,305,Rideau Street,Ottawa,Unknown,305 Rideau Street,,,,Unknown,Unknown,,"{""@id"": ""node/9333196528"", ""addr:housenumber"": ""305"", ""addr:street"": ""Rideau Street"", ""addr:unit"": ""107"", ""amenity"": ""restaurant"", ""cuisine"": ""middle_eastern"", ""name"": ""Pie Central Bakery""}","305 Rideau Street, Ottawa Unknown",1.2704962508595676,"Pie Central Bakery restaurant middle_eastern 305 Rideau Street, Ottawa Unknown {""@id"": ""node/9333196528"", ""addr:housenumber"": ""305"", ""addr:street"": ""Rideau Street"", ""addr:unit"": ""107"", ""amenity"": ""restaurant"", ""cuisine"": ""middle_eastern"", ""name"": ""Pie Central Bakery""}",middle_eastern,4.7,350.0,google_places_api,0.9394,ChIJIwznbCcFzkwRXE_B7wHDA4o,places/ChIJIwznbCcFzkwRXE_B7wHDA4o/photos/ATCDNfXTEyaiIcMimYpk5QzHGgySL165eImDtbx6VxvoH2uUr55sFQuwoibDJhAy8P6xTo-U8KvGyL4bvzo2ABPQG7yP4VylQlWR4iip2y472VCNhYLdDzGKz8o4vOuAoPMrK9ry-OIHFsehEU3idUlYODZH2x1Gb3AeOfGOgREHzoIggsCnKrfZXb5xIyZGWXsjvv3phCB-coABeCcNx90jOAveu6wT21FszoBjm507VU1G0uHtgLhfGF7rx4jLDQWuHyrQP1MvIo_y6FFCO7iv4LFsusJIugA55xBdTtmwdsCX93VY8HI26VNR89uav8Eu-EYZIKedKs1YWhYZh5l5762i3KsrBVVecc1n51IFduGqXCqcjYTm1Uk2LsRyEvYDQ3lVT9SfvxwsQus-kFAwXl52TUXp4CUPr4Nh,https://places.googleapis.com/v1/places/ChIJIwznbCcFzkwRXE_B7wHDA4o/photos/ATCDNfXTEyaiIcMimYpk5QzHGgySL165eImDtbx6VxvoH2uUr55sFQuwoibDJhAy8P6xTo-U8KvGyL4bvzo2ABPQG7yP4VylQlWR4iip2y472VCNhYLdDzGKz8o4vOuAoPMrK9ry-OIHFsehEU3idUlYODZH2x1Gb3AeOfGOgREHzoIggsCnKrfZXb5xIyZGWXsjvv3phCB-coABeCcNx90jOAveu6wT21FszoBjm507VU1G0uHtgLhfGF7rx4jLDQWuHyrQP1MvIo_y6FFCO7iv4LFsusJIugA55xBdTtmwdsCX93VY8HI26VNR89uav8Eu-EYZIKedKs1YWhYZh5l5762i3KsrBVVecc1n51IFduGqXCqcjYTm1Uk2LsRyEvYDQ3lVT9SfvxwsQus-kFAwXl52TUXp4CUPr4Nh/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Chaz z,0.9394
node,9611926161,Pizza Hut,restaurant,restaurant,Unknown,pizza,45.2241004,-75.6835022,5556,Manotick Main Street,Ottawa,Unknown,5556 Manotick Main Street,,,,Unknown,Pizza Hut,,"{""@id"": ""node/9611926161"", ""addr:housenumber"": ""5556"", ""addr:street"": ""Manotick Main Street"", ""addr:unit"": ""1"", ""amenity"": ""restaurant"", ""brand"": ""Pizza Hut"", ""brand:wikidata"": ""Q191615"", ""brand:wikipedia"": ""en:Pizza Hut"", ""cuisine"": ""pizza"", ""name"": ""Pizza Hut""}","5556 Manotick Main Street, Ottawa Unknown",21.975943577049545,"Pizza Hut restaurant pizza 5556 Manotick Main Street, Ottawa Unknown {""@id"": ""node/9611926161"", ""addr:housenumber"": ""5556"", ""addr:street"": ""Manotick Main Street"", ""addr:unit"": ""1"", ""amenity"": ""restaurant"", ""brand"": ""Pizza Hut"", ""brand:wikidata"": ""Q191615"", ""brand:wikipedia"": ""en:Pizza Hut"", ""cuisine"": ""pizza"", ""name"": ""Pizza Hut""}",pizza,4.6,301.0,google_places_api,0.9451,ChIJt9l_D_nlzUwRjZiKfz1g3_s,places/ChIJt9l_D_nlzUwRjZiKfz1g3_s/photos/ATCDNfWi-NYC72QHZBFFOqgMhaa-EPHG_DmGZx_0Dol_pDrR_EsBPx69zZBciXHQTIrrjT1cksYUeu1ke9N84G8P39WNeNOJ2LX07SoVUGAlNLf5sMSWrGy1Y5Eh1Yepj-O2Q_EC6t74cgEL06rl0sqobDYwuXbaYupn2JTLsuSTUDEOLYwvjH2DX6eKNSVK_MLjvfFAkXoC6_mJyiwaQuLKqgC-9xxIUTJclfTY73I_mObm6qEtphUpHBh4_Q9zE-7cCKRsJVCyKaAfRKeEmbjtmSANTlq6k7ewUU1NaXoo1IR55g,https://places.googleapis.com/v1/places/ChIJt9l_D_nlzUwRjZiKfz1g3_s/photos/ATCDNfWi-NYC72QHZBFFOqgMhaa-EPHG_DmGZx_0Dol_pDrR_EsBPx69zZBciXHQTIrrjT1cksYUeu1ke9N84G8P39WNeNOJ2LX07SoVUGAlNLf5sMSWrGy1Y5Eh1Yepj-O2Q_EC6t74cgEL06rl0sqobDYwuXbaYupn2JTLsuSTUDEOLYwvjH2DX6eKNSVK_MLjvfFAkXoC6_mJyiwaQuLKqgC-9xxIUTJclfTY73I_mObm6qEtphUpHBh4_Q9zE-7cCKRsJVCyKaAfRKeEmbjtmSANTlq6k7ewUU1NaXoo1IR55g/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Pizza Hut,0.9451
node,9611926163,The Olive Branch,restaurant,restaurant,Unknown,greek,45.2241714,-75.683617,5556,Manotick Main Street,Ottawa,Unknown,5556 Manotick Main Street,,,,Unknown,Unknown,,"{""@id"": ""node/9611926163"", ""addr:housenumber"": ""5556"", ""addr:street"": ""Manotick Main Street"", ""addr:unit"": ""3"", ""amenity"": ""restaurant"", ""cuisine"": ""greek"", ""name"": ""The Olive Branch""}","5556 Manotick Main Street, Ottawa Unknown",21.96762237729443,"The Olive Branch restaurant greek 5556 Manotick Main Street, Ottawa Unknown {""@id"": ""node/9611926163"", ""addr:housenumber"": ""5556"", ""addr:street"": ""Manotick Main Street"", ""addr:unit"": ""3"", ""amenity"": ""restaurant"", ""cuisine"": ""greek"", ""name"": ""The Olive Branch""}",greek,4.8,409.0,google_places_api,0.7731,ChIJlQrx53DlzUwRKkb2PUanAUw,places/ChIJlQrx53DlzUwRKkb2PUanAUw/photos/ATCDNfXL2SHYKV4aKOOK4IoQhzWZoAxO1X_WbDlPuXaStJnusNIFwg3YxYJ0UFLT2tKahw3HUIhLm2kWd4XQnEgDkeDoXEYfsGrcKcZYH9kMsOyhHUthTo4EzJT9xXBxPvgSztUYf4UmhL0_ExevyeaV6iY9OetBtz2KeaqLe0VzKsnbCPj5yhpA_vPoImQJ-V9zM0ewzejx6MoW4Zit8bAjlQYy9MK7DO8olxNp20IIw8UGDRr8w7mZ7FF2zte9RaJrx6QnaCxG3-eKbwuOO2EAnnq4MYbScgBGbtOifWj4fXHNxA,https://places.googleapis.com/v1/places/ChIJlQrx53DlzUwRKkb2PUanAUw/photos/ATCDNfXL2SHYKV4aKOOK4IoQhzWZoAxO1X_WbDlPuXaStJnusNIFwg3YxYJ0UFLT2tKahw3HUIhLm2kWd4XQnEgDkeDoXEYfsGrcKcZYH9kMsOyhHUthTo4EzJT9xXBxPvgSztUYf4UmhL0_ExevyeaV6iY9OetBtz2KeaqLe0VzKsnbCPj5yhpA_vPoImQJ-V9zM0ewzejx6MoW4Zit8bAjlQYy9MK7DO8olxNp20IIw8UGDRr8w7mZ7FF2zte9RaJrx6QnaCxG3-eKbwuOO2EAnnq4MYbScgBGbtOifWj4fXHNxA/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,The Olive Branch Manotick,0.7731
node,9611926169,Angelina,restaurant,restaurant,Unknown,italian,45.2257042,-75.6853802,5530,Manotick Main Street,Ottawa,Unknown,5530 Manotick Main Street,,,,Unknown,Unknown,,"{""@id"": ""node/9611926169"", ""addr:housenumber"": ""5530"", ""addr:street"": ""Manotick Main Street"", ""amenity"": ""restaurant"", ""cuisine"": ""italian"", ""name"": ""Angelina""}","5530 Manotick Main Street, Ottawa Unknown",21.79110210379942,"Angelina restaurant italian 5530 Manotick Main Street, Ottawa Unknown {""@id"": ""node/9611926169"", ""addr:housenumber"": ""5530"", ""addr:street"": ""Manotick Main Street"", ""amenity"": ""restaurant"", ""cuisine"": ""italian"", ""name"": ""Angelina""}",italian,4.3,503.0,google_places_api,0.8883,ChIJDWqcZ8jlzUwRkiv7w399VOU,places/ChIJDWqcZ8jlzUwRkiv7w399VOU/photos/ATCDNfVo09_5s1jUYSVRX3kb2EG_nQ9VzLHJpswWJHRjH1uJgb1qZd00IkRHF-33iu_Be16TUWU3b6vwK5Xe3timktp3Q7bZP2hRfDjaWXMhahx4hyb5KkvAmsoUgz0zzqecpLobArTdj753exM9_isrh_7ARiDEqKuC-BX8t-C5-rLywYrMsv7CNvvXMxoiEjQl-o0r5RR4pdZUu3r1Tn1OcjfMnIrTxhuX_naMLByJitJcSlsmGCO7kGL7evrh0euXvecLQIuj8srbmTIk7RxtFnGOq_mWrP_QHAtupmj6TqLWdQ,https://places.googleapis.com/v1/places/ChIJDWqcZ8jlzUwRkiv7w399VOU/photos/ATCDNfVo09_5s1jUYSVRX3kb2EG_nQ9VzLHJpswWJHRjH1uJgb1qZd00IkRHF-33iu_Be16TUWU3b6vwK5Xe3timktp3Q7bZP2hRfDjaWXMhahx4hyb5KkvAmsoUgz0zzqecpLobArTdj753exM9_isrh_7ARiDEqKuC-BX8t-C5-rLywYrMsv7CNvvXMxoiEjQl-o0r5RR4pdZUu3r1Tn1OcjfMnIrTxhuX_naMLByJitJcSlsmGCO7kGL7evrh0euXvecLQIuj8srbmTIk7RxtFnGOq_mWrP_QHAtupmj6TqLWdQ/media?key=AIzaSyA9WVmnFwPUFWrx8gGFjCLcgasGBWsplks&maxWidthPx=1000,Angelina,0.8883
node,9725503315,Paper Tiger,restaurant,restaurant,Unknown,noodle,45.3942014,-75.683199,1091,Bank Street,Ottawa,Unknown,1091 Bank Street,,,,Unknown,Unknown,,"{""@id"": ""node/9725503315"", ""addr:housenumber"": ""1091"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""cuisine"": ""noodle"", ""name"": ""Paper Tiger""}","1091 Bank Street, Ottawa Unknown",3.226247949772856,"Paper Tiger restaurant noodle 1091 Bank Street, Ottawa Unknown {""@id"": ""node/9725503315"", ""addr:housenumber"": ""1091"", ""addr:street"": ""Bank Street"", ""amenity"": ""restaurant"", ""cuisine"": ""noodle"", ""name"": ""Paper Tiger""}",noodle,,,,,,,,,
